year,stockID,roa
2008,5522,9.83
2023,5525,4.03
2022,5525,3.65
2021,5525,-0.32
2020,5525,0.31
2019,5525,3.49
2018,5525,8.91
2017,5525,2.77
2016,5525,0.62
2015,5525,5.89
2014,5525,6.2
2013,5525,7.37
2012,5525,5.54
2011,5525,0.98
2010,5525,4.33
2009,5525,3.99
2008,5525,6.05
2023,5531,-0.95
2022,5531,-4.3
2021,5531,-2.49
2020,5531,0.33
2019,5531,1.98
2018,5531,-0.08
2017,5531,1.27
2016,5531,0.83
2015,5531,-0.05
2014,5531,2.54
2013,5531,9.39
2012,5531,6.53
2011,5531,5.16
2010,5531,4.47
2009,5531,3.49
2008,5531,4.98
2023,5533,7.25
2022,5533,7.88
2021,5533,7.84
2020,5533,1.68
2019,5533,0.63
2018,5533,1.64
2017,5533,2.31
2016,5533,1.85
2015,5533,4.29
2014,5533,8.26
2013,5533,7.84
2012,5533,8.49
2011,5533,7.62
2010,5533,8.09
2009,5533,7.48
2008,5533,5.19
2023,5534,3.98
2022,5534,6.47
2021,5534,3.38
2020,5534,8.13
2019,5534,10.9
2018,5534,14.4
2017,5534,10.4
2016,5534,9.77
2015,5534,2.42
2014,5534,7.34
2013,5534,24.1
2012,5534,11
2011,5534,13.6
2010,5534,18.3
2009,5534,7.93
2008,5534,10.2
2023,5538,1.06
2022,5538,7.2
2021,5538,14
2020,5538,6.11
2019,5538,6.24
2018,5538,7.49
2017,5538,11.7
2016,5538,9.27
2015,5538,4.61
2014,5538,9.8
2013,5538,4.91
2012,5538,3.64
2023,5546,-5.81
2022,5546,0.82
2021,5546,3.28
2020,5546,11.9
2019,5546,10.2
2018,5546,11.5
2023,5607,3.8
2022,5607,5.89
2021,5607,4.29
2020,5607,4.14
2019,5607,6.87
2018,5607,3.97
2017,5607,4.86
2016,5607,3.3
2015,5607,2.86
2014,5607,4.13
2013,5607,3.65
2012,5607,1.89
2011,5607,0.23
2010,5607,-0.17
2009,5607,-2.29
2008,5607,2.05
2023,5608,-2.47
2022,5608,7.83
2021,5608,8.33
2020,5608,-4.38
2019,5608,-1.87
2018,5608,-1.02
2017,5608,-7.14
2016,5608,-3.37
2015,5608,-0.18
2014,5608,0.73
2013,5608,1.21
2012,5608,2.72
2011,5608,4
2010,5608,5.56
2009,5608,6.53
2008,5608,24.7
2023,5706,6.08
2022,5706,-1.19
2021,5706,3.38
2020,5706,0.56
2019,5706,9.03
2018,5706,8.5
2017,5706,9.16
2016,5706,9.92
2015,5706,12.1
2014,5706,7.37
2013,5706,10.4
2012,5706,13.1
2011,5706,10.7
2010,5706,14.3
2009,5706,6.14
2008,5706,7.95
2023,5871,2.86
2022,5871,3.58
2021,5871,3.47
2020,5871,3.22
2019,5871,3.59
2018,5871,3.82
2017,5871,3.26
2016,5871,2.74
2015,5871,2.85
2014,5871,3.3
2013,5871,3.43
2012,5871,2.67
2011,5871,2.3
2010,5871,2.63
2009,5871,0
2023,5876,0.73
2022,5876,0.86
2021,5876,0.88
2020,5876,0.85
2019,5876,0.99
2018,5876,1.01
2017,5876,0.98
2016,5876,0.92
2015,5876,0.96
2014,5876,0.94
2013,5876,0.94
2012,5876,0.91
2023,5880,0.39
2022,5880,0.47
2021,5880,0.49
2020,5880,0.43
2019,5880,0.49
2018,5880,0.46
2017,5880,0.44
2016,5880,0.43
2015,5880,0.43
2014,5880,0.34
2013,5880,0.28
2012,5880,0.26
2011,5880,0.01
2023,5906,6.56
2022,5906,8.09
2021,5906,10
2020,5906,6.51
2019,5906,-1.96
2018,5906,1
2017,5906,-0.02
2016,5906,-15.1
2015,5906,-39.3
2014,5906,-26.7
2013,5906,-25.4
2012,5906,-9.61
2011,5906,1.89
2010,5906,5.58
2009,5906,7.13
2023,5907,-7.74
2022,5907,-2.93
2021,5907,-0.9
2020,5907,-0.41
2019,5907,2.56
2018,5907,2.29
2017,5907,1.54
2016,5907,1.28
2015,5907,1.22
2014,5907,4.15
2013,5907,4.19
2012,5907,3.55
2011,5907,4.95
2010,5907,3.12
2023,6005,2.08
2022,6005,0.6
2021,6005,2.98
2020,6005,2.59
2019,6005,2.26
2018,6005,1.37
2017,6005,2.58
2016,6005,1.4
2015,6005,1.95
2014,6005,2.65
2013,6005,2.13
2012,6005,1.73
2011,6005,1.2
2010,6005,2.48
2009,6005,5.01
2008,6005,-9.35
2023,6024,2.03
2022,6024,1.62
2021,6024,1.05
2020,6024,1.42
2019,6024,1.47
2018,6024,2.27
2017,6024,2.43
2016,6024,2.16
2015,6024,2.42
2014,6024,2.2
2013,6024,2.27
2012,6024,4.03
2011,6024,0
2010,6024,2.21
2009,6024,2.23
2008,6024,2.74
2023,6108,0.62
2022,6108,0.39
2021,6108,2.52
2020,6108,-0.86
2019,6108,3.41
2018,6108,5.07
2017,6108,2.56
2016,6108,4.9
2015,6108,0.19
2014,6108,3.03
2013,6108,1.57
2012,6108,3.67
2011,6108,5.42
2010,6108,7.03
2009,6108,9.57
2008,6108,3.85
2023,6112,4.97
2022,6112,3.56
2021,6112,7.08
2020,6112,6.86
2019,6112,5.75
2018,6112,5.61
2017,6112,5.35
2016,6112,4.88
2015,6112,4.64
2014,6112,4.75
2013,6112,4.84
2012,6112,5.33
2011,6112,5.05
2010,6112,3.83
2009,6112,2.88
2008,6112,3.12
2023,6115,6.05
2022,6115,9.11
2021,6115,5.93
2020,6115,5.9
2019,6115,7.05
2018,6115,6.41
2017,6115,5.47
2016,6115,8.82
2015,6115,7.43
2014,6115,7.55
2013,6115,8.34
2012,6115,8.35
2011,6115,9.62
2010,6115,9.5
2009,6115,15.2
2008,6115,11.3
2023,6116,-8.56
2022,6116,-4.29
2021,6116,14.7
2020,6116,7.68
2019,6116,1.62
2018,6116,2.07
2017,6116,14.2
2016,6116,9.64
2015,6116,-5.19
2014,6116,1.19
2013,6116,13.6
2012,6116,-3.37
2011,6116,-12.4
2010,6116,-10.6
2009,6116,-16.8
2008,6116,-7.15
2023,6117,2.46
2022,6117,1.28
2021,6117,-2.91
2020,6117,-3.13
2019,6117,-5.68
2018,6117,-6.43
2017,6117,8.56
2016,6117,-5.92
2015,6117,-7.02
2014,6117,1.06
2013,6117,0.56
2012,6117,-1.24
2011,6117,1.83
2010,6117,1.4
2009,6117,-0.77
2008,6117,3.33
2023,6120,0.63
2022,6120,0.66
2021,6120,-3.28
2020,6120,-6.26
2019,6120,-0.87
2018,6120,1.36
2017,6120,1.54
2016,6120,0.87
2015,6120,-1.26
2014,6120,4.12
2013,6120,2.36
2012,6120,0.56
2011,6120,1.61
2010,6120,5.02
2009,6120,4.36
2008,6120,-5.55
2023,6128,5.4
2022,6128,9.29
2021,6128,5.06
2020,6128,2.2
2019,6128,5.13
2018,6128,0.69
2017,6128,10.2
2016,6128,10.3
2015,6128,9.2
2014,6128,8.83
2013,6128,8.83
2012,6128,8.81
2011,6128,12
2010,6128,15.7
2009,6128,18.9
2008,6128,10.1
2023,6133,0.55
2022,6133,4.34
2021,6133,-2.66
2020,6133,0.1
2019,6133,1.18
2018,6133,0.75
2017,6133,1.33
2016,6133,0.63
2015,6133,2.2
2014,6133,2.67
2013,6133,0.74
2012,6133,-0.27
2011,6133,-7.5
2010,6133,-1.4
2009,6133,0.17
2008,6133,1.79
2023,6136,2.99
2022,6136,3.14
2021,6136,4.81
2020,6136,2.04
2019,6136,2.92
2018,6136,3.03
2017,6136,6.4
2016,6136,7.67
2015,6136,7.31
2014,6136,7
2013,6136,6.69
2012,6136,7.1
2011,6136,5.38
2010,6136,8.48
2009,6136,7.61
2008,6136,8.03
2023,6139,6.86
2022,6139,3.16
2021,6139,1.07
2020,6139,0.75
2019,6139,2.48
2018,6139,3.08
2017,6139,3.18
2016,6139,3.59
2015,6139,1.29
2014,6139,1.52
2013,6139,2.61
2012,6139,3.4
2011,6139,4.51
2010,6139,5.46
2009,6139,2.38
2008,6139,5.7
2023,6141,-6.54
2022,6141,-2.37
2021,6141,6.48
2020,6141,7.71
2019,6141,13.1
2018,6141,-1.96
2017,6141,4.85
2016,6141,-3.29
2015,6141,-8.48
2014,6141,0.25
2013,6141,-1.42
2012,6141,0.41
2011,6141,2.6
2010,6141,4.03
2009,6141,2.23
2008,6141,4.37
2023,6142,-0.75
2022,6142,1.75
2021,6142,7.87
2020,6142,-9.23
2019,6142,-7.29
2018,6142,-4.92
2017,6142,-4.54
2016,6142,2.83
2015,6142,-1.99
2014,6142,-2.66
2013,6142,1.02
2012,6142,1.54
2011,6142,-1.18
2010,6142,1.98
2009,6142,2.66
2008,6142,2.66
2023,6152,-0.74
2022,6152,4.24
2021,6152,0.33
2020,6152,0.68
2019,6152,0.31
2018,6152,-11.2
2017,6152,-3.09
2016,6152,-0.77
2015,6152,-4.95
2014,6152,-3.86
2013,6152,4.45
2012,6152,5.64
2011,6152,6.41
2010,6152,6.48
2009,6152,6.53
2008,6152,4.91
2023,6153,-14.5
2022,6153,1.66
2021,6153,-1.61
2020,6153,2.07
2019,6153,1.44
2018,6153,3.76
2017,6153,0.14
2016,6153,0.47
2015,6153,3.51
2014,6153,2.44
2013,6153,4.57
2012,6153,7.34
2011,6153,10.9
2010,6153,10.4
2009,6153,4.72
2008,6153,0.18
2023,6155,3.36
2022,6155,7.19
2021,6155,2.93
2020,6155,1.45
2019,6155,3.6
2018,6155,5.7
2017,6155,2.02
2016,6155,3.79
2015,6155,4.72
2014,6155,5.59
2013,6155,5.89
2012,6155,6.49
2011,6155,4.25
2010,6155,6.99
2009,6155,12.5
2008,6155,9.54
2023,6164,-1.54
2022,6164,3.53
2021,6164,0.46
2020,6164,-0.94
2019,6164,-3.04
2018,6164,1.05
2017,6164,1.75
2016,6164,5.52
2015,6164,2.16
2014,6164,5.46
2013,6164,7.13
2012,6164,1.7
2011,6164,1.92
2010,6164,5.8
2009,6164,5.86
2008,6164,6.24
2023,6165,0.81
2022,6165,1.91
2021,6165,9.46
2020,6165,7.66
2019,6165,-6.18
2018,6165,-1.01
2017,6165,-1.72
2016,6165,-5.3
2015,6165,-4.32
2014,6165,-17.8
2013,6165,-9.48
2012,6165,-17.4
2011,6165,-12.5
2010,6165,-8.97
2009,6165,6.69
2008,6165,-6.32
2023,6166,2.2
2022,6166,6.02
2021,6166,1.08
2020,6166,2.81
2019,6166,5.31
2018,6166,3.04
2017,6166,4.92
2016,6166,5.5
2015,6166,8.69
2014,6166,10
2013,6166,8.11
2012,6166,4.07
2011,6166,9.26
2010,6166,16.2
2009,6166,5.37
2008,6166,8.94
2023,6168,2.27
2022,6168,9.14
2021,6168,8.95
2020,6168,3.76
2019,6168,0.39
2018,6168,6.01
2017,6168,6
2016,6168,-4.13
2015,6168,-0.8
2014,6168,7.49
2013,6168,1.26
2012,6168,-10.5
2011,6168,0.73
2010,6168,4.26
2009,6168,3.96
2008,6168,7.03
2023,6176,8.33
2022,6176,10.1
2021,6176,8.42
2020,6176,9.83
2019,6176,10.6
2018,6176,9.04
2017,6176,6.06
2016,6176,6.12
2015,6176,5.62
2014,6176,6.91
2013,6176,9.52
2012,6176,10.9
2011,6176,11.1
2010,6176,8.92
2009,6176,5.14
2008,6176,4.59
2023,6177,5.72
2022,6177,3.19
2021,6177,4.49
2020,6177,0.55
2019,6177,4.39
2018,6177,0.27
2017,6177,7.82
2016,6177,2.8
2015,6177,5.96
2014,6177,14.4
2013,6177,0.5
2012,6177,3.77
2011,6177,5.29
2010,6177,6.76
2023,6183,13.6
2022,6183,12.7
2021,6183,12.1
2020,6183,11.1
2019,6183,10.1
2018,6183,10
2017,6183,9.6
2016,6183,7.82
2015,6183,6.97
2014,6183,7.55
2013,6183,7.56
2012,6183,8.65
2011,6183,7.15
2010,6183,7.79
2009,6183,5.15
2008,6183,6.89
2023,6184,7.15
2022,6184,6.71
2021,6184,6.9
2020,6184,6.47
2019,6184,5.41
2018,6184,3.62
2017,6184,3.96
2016,6184,-3.06
2015,6184,3.17
2014,6184,5.05
2013,6184,7.12
2012,6184,12.7
2023,6189,5.96
2022,6189,5.98
2021,6189,6.23
2020,6189,5.48
2019,6189,5.74
2018,6189,6.86
2017,6189,4.96
2016,6189,6.12
2015,6189,7.47
2014,6189,7.96
2013,6189,8.06
2012,6189,6.88
2011,6189,6.71
2010,6189,5.8
2009,6189,7.1
2008,6189,4.87
2023,6191,8.89
2022,6191,7.45
2021,6191,9.15
2020,6191,5.36
2019,6191,2.85
2018,6191,1.43
2017,6191,1.65
2016,6191,2.22
2015,6191,-1.28
2014,6191,0.52
2013,6191,-1.47
2012,6191,0.29
2011,6191,3.23
2010,6191,2.4
2009,6191,2.8
2008,6191,1.53
2023,6192,7.56
2022,6192,9.36
2021,6192,9.93
2020,6192,9.4
2019,6192,9.42
2018,6192,10.5
2017,6192,7.72
2016,6192,7.88
2015,6192,8.91
2014,6192,10.2
2013,6192,10.6
2012,6192,11.9
2011,6192,12.4
2010,6192,12.2
2009,6192,11.2
2008,6192,13
2023,6196,5.63
2022,6196,7.73
2021,6196,6.27
2020,6196,4.39
2019,6196,3.53
2018,6196,4.56
2017,6196,4.3
2016,6196,3.93
2015,6196,3.88
2014,6196,3.52
2013,6196,2.29
2012,6196,1.21
2011,6196,3.74
2010,6196,1.58
2009,6196,-1.89
2008,6196,2.07
2023,6197,13.3
2022,6197,9.83
2021,6197,8.36
2020,6197,5.99
2019,6197,6.04
2018,6197,6.24
2017,6197,5.95
2016,6197,8.3
2015,6197,5.15
2014,6197,5.83
2013,6197,3.26
2012,6197,1.28
2011,6197,-1.51
2010,6197,2.26
2009,6197,4.56
2008,6197,0.03
2023,6201,11.6
2022,6201,9.57
2021,6201,8.37
2020,6201,8.68
2019,6201,7.34
2018,6201,7.98
2017,6201,6.07
2016,6201,9.03
2015,6201,6.1
2014,6201,4.65
2013,6201,3.05
2012,6201,5.18
2011,6201,6.16
2010,6201,5.87
2009,6201,5.89
2008,6201,7.16
2023,6202,1.76
2022,6202,14.7
2021,6202,28.1
2020,6202,18.1
2019,6202,16.9
2018,6202,19.6
2017,6202,17.8
2016,6202,15.5
2015,6202,16.2
2014,6202,16
2013,6202,15.8
2012,6202,12.4
2011,6202,11.3
2010,6202,17.1
2009,6202,14.5
2008,6202,14
2023,6205,4.91
2022,6205,10.3
2021,6205,5.08
2020,6205,5.73
2019,6205,5.01
2018,6205,6.2
2017,6205,5.72
2016,6205,9.95
2015,6205,7.88
2014,6205,11
2013,6205,6.46
2012,6205,5.29
2011,6205,2.83
2010,6205,4.07
2009,6205,8.63
2008,6205,7.24
2023,6206,8.05
2022,6206,16.4
2021,6206,11.6
2020,6206,10.5
2019,6206,12.5
2018,6206,13.4
2017,6206,11.9
2016,6206,14.3
2015,6206,18.5
2014,6206,18.8
2013,6206,18.6
2012,6206,14.4
2011,6206,14.4
2010,6206,19.6
2009,6206,24
2008,6206,21
2023,6209,-1.15
2022,6209,1.41
2021,6209,-3.27
2020,6209,-4.83
2019,6209,-2.42
2018,6209,-0.47
2017,6209,-2.62
2016,6209,-0.72
2015,6209,-3.1
2014,6209,-2.21
2013,6209,1.27
2012,6209,6.49
2011,6209,6.03
2010,6209,5.89
2009,6209,-6.14
2008,6209,-0.73
2023,6213,2.03
2022,6213,5.33
2021,6213,10.2
2020,6213,10.8
2019,6213,11.7
2018,6213,9.66
2017,6213,6.9
2016,6213,5.42
2015,6213,3.47
2014,6213,3.16
2013,6213,5.25
2012,6213,7.22
2011,6213,7.65
2010,6213,11.3
2009,6213,7.86
2008,6213,5.15
2023,6214,5.22
2022,6214,4
2021,6214,5.03
2020,6214,7.68
2019,6214,8.72
2018,6214,5.34
2017,6214,6.1
2016,6214,5.78
2015,6214,3.03
2014,6214,4.05
2013,6214,4.61
2012,6214,1.43
2011,6214,0.75
2010,6214,6.37
2009,6214,9.01
2008,6214,-4.3
2023,6215,4.25
2022,6215,10.6
2021,6215,12.9
2020,6215,3.83
2019,6215,2.3
2018,6215,2.33
2017,6215,2.63
2016,6215,2.35
2015,6215,1.2
2014,6215,5.96
2013,6215,1.3
2012,6215,0.95
2011,6215,1.75
2010,6215,5.76
2009,6215,2.16
2008,6215,4.2
2023,6216,6.55
2022,6216,9.63
2021,6216,9.36
2020,6216,6.44
2019,6216,8.91
2018,6216,11.2
2017,6216,11.4
2016,6216,14.2
2015,6216,14.7
2014,6216,13
2013,6216,11.6
2012,6216,9.35
2011,6216,10.2
2010,6216,7.89
2009,6216,10.3
2008,6216,10.3
2023,6224,-0.65
2022,6224,-2.1
2021,6224,10
2020,6224,12.5
2019,6224,13.1
2018,6224,13.8
2017,6224,13
2016,6224,15.5
2015,6224,18.9
2014,6224,16.7
2013,6224,15.8
2012,6224,17.4
2011,6224,18.2
2010,6224,20.7
2009,6224,14.8
2008,6224,12.9
2023,6225,8.61
2022,6225,-6.47
2021,6225,-15.5
2020,6225,-32.8
2019,6225,-46.7
2018,6225,-95.2
2017,6225,-62.3
2016,6225,-50.8
2015,6225,-45.5
2014,6225,-66
2013,6225,-46
2012,6225,-31.9
2011,6225,-25.4
2010,6225,-16.6
2009,6225,-6.42
2008,6225,-3.39
2023,6226,-2.92
2022,6226,0.14
2021,6226,-0.29
2020,6226,-2.18
2019,6226,6.26
2018,6226,1.2
2017,6226,0.75
2016,6226,1.96
2015,6226,-3.04
2014,6226,1.32
2013,6226,2.96
2012,6226,-6.65
2011,6226,-4.65
2010,6226,0.96
2009,6226,-1.29
2008,6226,2.68
2023,6230,5.5
2022,6230,5.51
2021,6230,3.64
2020,6230,9.79
2019,6230,9.9
2018,6230,8.9
2017,6230,7.57
2016,6230,14.6
2015,6230,11.4
2014,6230,10.3
2013,6230,10.5
2012,6230,9.24
2011,6230,5.95
2010,6230,9.1
2009,6230,7.83
2008,6230,6.81
2023,6235,11.2
2022,6235,5.76
2021,6235,3.44
2020,6235,15.6
2019,6235,-11.8
2018,6235,3.89
2017,6235,2.2
2016,6235,44.3
2015,6235,1.97
2014,6235,-7.7
2013,6235,-3.19
2012,6235,-6.52
2011,6235,-0.63
2010,6235,-5.47
2009,6235,-19.9
2008,6235,-21.6
2023,6239,8.26
2022,6239,9.05
2021,6239,10.3
2020,6239,7.58
2019,6239,6.53
2018,6239,7.39
2017,6239,8.11
2016,6239,7.91
2015,6239,7.14
2014,6239,6.26
2013,6239,-4.45
2012,6239,5.86
2011,6239,7.33
2010,6239,13.9
2009,6239,10.7
2008,6239,15
2023,6243,5.77
2022,6243,6.84
2021,6243,6.16
2020,6243,-7.05
2019,6243,-7.17
2018,6243,-6.56
2017,6243,-12.5
2016,6243,-11.2
2015,6243,-12.7
2014,6243,-7.92
2013,6243,-6.32
2012,6243,-9.83
2011,6243,-1.41
2010,6243,8.1
2023,6257,5.7
2022,6257,9.48
2021,6257,9.14
2020,6257,7.06
2019,6257,7.07
2018,6257,7.07
2017,6257,7.43
2016,6257,6.17
2015,6257,6.17
2014,6257,8.87
2013,6257,7.7
2012,6257,9.41
2011,6257,7.79
2010,6257,11.5
2009,6257,5.79
2008,6257,3.77
2023,6269,4.76
2022,6269,7.46
2021,6269,6.32
2020,6269,7.6
2019,6269,10.2
2018,6269,9.06
2017,6269,11.3
2016,6269,10
2015,6269,13.1
2014,6269,7.58
2013,6269,11.9
2012,6269,15.6
2011,6269,18.4
2010,6269,15.5
2009,6269,12.8
2008,6269,9.01
2023,6271,3.39
2022,6271,10.2
2021,6271,10.4
2020,6271,7.66
2019,6271,5.96
2018,6271,7.97
2017,6271,6.89
2016,6271,6.69
2015,6271,6.74
2014,6271,11
2013,6271,14.2
2012,6271,13.2
2011,6271,11.7
2010,6271,13.5
2009,6271,10.5
2008,6271,11.5
2023,6277,7.93
2022,6277,10
2021,6277,8.72
2020,6277,21.2
2019,6277,10.6
2018,6277,24.4
2017,6277,12.6
2016,6277,14
2015,6277,12.8
2014,6277,14
2013,6277,14.7
2012,6277,10.1
2011,6277,11.5
2010,6277,13.6
2009,6277,10.3
2008,6277,10
2023,6278,4.84
2022,6278,7.33
2021,6278,7.92
2020,6278,6.15
2019,6278,6.46
2018,6278,2.71
2017,6278,2.71
2016,6278,1.85
2015,6278,2.96
2014,6278,4.09
2013,6278,5.3
2012,6278,4.82
2011,6278,7.26
2010,6278,10.2
2009,6278,9.97
2008,6278,7.89
2023,6281,5.62
2022,6281,6.38
2021,6281,6.86
2020,6281,7.35
2019,6281,7.26
2018,6281,8.7
2017,6281,9.15
2016,6281,9.38
2015,6281,8.12
2014,6281,8.33
2013,6281,8.31
2012,6281,10.8
2023,6282,0.15
2022,6282,2.09
2021,6282,2.32
2020,6282,5.66
2019,6282,7.85
2018,6282,6.03
2017,6282,2.31
2016,6282,3.43
2015,6282,3.97
2014,6282,6.31
2013,6282,7.25
2012,6282,6.66
2011,6282,4.06
2010,6282,7.02
2009,6282,8.26
2008,6282,7.5
2023,6283,-7.13
2022,6283,-3.1
2021,6283,-6.02
2020,6283,-2.8
2019,6283,1.08
2018,6283,1.34
2017,6283,2.16
2016,6283,6.03
2015,6283,1.02
2014,6283,-25.6
2013,6283,-9.61
2012,6283,-8.9
2011,6283,-10.7
2010,6283,0.37
2009,6283,-7.53
2008,6283,1.73
2023,6285,5.63
2022,6285,5.66
2021,6285,2.99
2020,6285,4.05
2019,6285,4.32
2018,6285,6.12
2017,6285,6.91
2016,6285,7.09
2015,6285,7.63
2014,6285,5.97
2013,6285,7.05
2012,6285,5.18
2011,6285,8.5
2010,6285,9.86
2009,6285,6.25
2008,6285,5.5
2023,6288,0.17
2022,6288,0.29
2021,6288,0.19
2020,6288,2.81
2019,6288,4.5
2018,6288,3.72
2017,6288,2.1
2016,6288,3.51
2015,6288,1.96
2014,6288,0.33
2013,6288,1.95
2012,6288,-0.77
2011,6288,1.26
2010,6288,2.12
2009,6288,1.04
2008,6288,7.34
2023,6405,-3.23
2022,6405,0.15
2021,6405,3.71
2020,6405,3.73
2019,6405,0.02
2018,6405,0.2
2017,6405,0.73
2016,6405,0.1
2015,6405,0.36
2014,6405,13.1
2013,6405,15.1
2012,6405,20.9
2011,6405,11.4
2023,6409,23.5
2022,6409,30.1
2021,6409,18.6
2020,6409,19.7
2019,6409,22.9
2018,6409,23.4
2017,6409,19.1
2016,6409,21.2
2015,6409,24
2014,6409,22
2013,6409,19
2012,6409,20.8
2011,6409,15
2010,6409,12.4
2023,6412,11.5
2022,6412,11.3
2021,6412,10.3
2020,6412,9.06
2019,6412,7.87
2018,6412,4.84
2017,6412,7.84
2016,6412,7.09
2015,6412,6.26
2014,6412,6.4
2013,6412,5.12
2012,6412,6.53
2011,6412,7.02
2010,6412,5.12
2023,6414,4.39
2022,6414,9.29
2021,6414,3.46
2020,6414,3.46
2019,6414,3.69
2018,6414,4.52
2017,6414,5.51
2016,6414,11.9
2015,6414,16.5
2014,6414,16.5
2013,6414,22.5
2012,6414,14
2011,6414,10.5
2023,6415,1.83
2022,6415,19.8
2021,6415,24.9
2020,6415,17.7
2019,6415,15.2
2018,6415,14.1
2017,6415,15.8
2016,6415,18.2
2015,6415,26
2014,6415,23.4
2013,6415,25.6
2012,6415,39.9
2011,6415,-17.4
2010,6415,-29.9
2023,6416,5.99
2022,6416,8.83
2021,6416,4.89
2020,6416,9.23
2019,6416,8.2
2018,6416,11.3
2017,6416,13.8
2016,6416,17.5
2015,6416,19
2014,6416,16.2
2013,6416,15.2
2012,6416,16.7
2023,6426,-7.65
2022,6426,6.29
2021,6426,0.8
2020,6426,8.75
2019,6426,7.29
2018,6426,1.1
2017,6426,8.52
2016,6426,11.4
2015,6426,5.99
2014,6426,10.8
2013,6426,8.84
2012,6426,23
2023,6431,-9.65
2022,6431,-6.03
2021,6431,4.42
2020,6431,-13.5
2019,6431,-5.5
2018,6431,-4.1
2017,6431,-27.8
2016,6431,-31.7
2015,6431,-16.8
2014,6431,5.47
2013,6431,11.7
2012,6431,4.98
2023,6438,8.17
2022,6438,9.46
2021,6438,11.9
2020,6438,9.1
2019,6438,1.83
2018,6438,6.3
2017,6438,10.3
2016,6438,4.98
2015,6438,11.7
2014,6438,10.9
2013,6438,11.2
2012,6438,9.26
2023,6442,4.97
2022,6442,9.9
2021,6442,3.45
2020,6442,-1.29
2019,6442,-0.62
2018,6442,4.93
2017,6442,1.49
2016,6442,8.58
2015,6442,9.67
2014,6442,8.01
2013,6442,4.31
2012,6442,3.78
2011,6442,3.23
2023,6443,4.51
2022,6443,1.76
2021,6443,0.49
2020,6443,-3.3
2019,6443,-2.48
2018,6443,-12.1
2017,6443,-9.61
2016,6443,0.21
2015,6443,2.45
2014,6443,2.57
2013,6443,4.11
2023,6446,-2.93
2022,6446,-12.8
2021,6446,-47.9
2020,6446,-45.9
2019,6446,-29.2
2018,6446,-32.1
2017,6446,-21.4
2016,6446,-30.5
2015,6446,-63.2
2014,6446,-44.1
2013,6446,-40.3
2012,6446,-34.9
2023,6449,6.67
2022,6449,7.11
2021,6449,7.09
2020,6449,6.8
2019,6449,3.76
2018,6449,5.47
2017,6449,6.91
2016,6449,8.28
2015,6449,8.86
2014,6449,9.89
2013,6449,6.63
2012,6449,4.8
2011,6449,4.45
2023,6451,3.01
2022,6451,1.17
2021,6451,2.55
2020,6451,5.51
2019,6451,5.67
2018,6451,2.98
2017,6451,1.26
2016,6451,12
2015,6451,15.4
2014,6451,16
2013,6451,15.8
2012,6451,14.9
2011,6451,21.3
2023,6456,-3.67
2022,6456,3.67
2021,6456,4.72
2020,6456,4.44
2019,6456,4.05
2018,6456,4.97
2017,6456,12.6
2016,6456,6.36
2015,6456,5.04
2014,6456,3.26
2013,6456,6.34
2012,6456,1.3
2023,6464,4.06
2022,6464,4.66
2021,6464,5.42
2020,6464,5.32
2019,6464,4.84
2018,6464,7.05
2017,6464,6.73
2016,6464,7.35
2015,6464,8.8
2014,6464,10.5
2013,6464,9.91
2023,6472,12.8
2022,6472,9.3
2021,6472,10.4
2020,6472,11.1
2019,6472,10.9
2018,6472,28.3
2017,6472,1.86
2016,6472,3.05
2015,6472,3.53
2014,6472,2.06
2013,6472,0.68
2023,6477,1.67
2022,6477,3.08
2021,6477,2.22
2020,6477,5.39
2019,6477,4.88
2018,6477,5.49
2017,6477,1.87
2016,6477,-1.65
2015,6477,3.39
2014,6477,6.93
2013,6477,5.05
2023,6491,14.3
2022,6491,17.1
2021,6491,16.7
2020,6491,12.2
2019,6491,10.1
2018,6491,15.3
2017,6491,12.5
2016,6491,10.2
2015,6491,7.72
2014,6491,5.3
2013,6491,4.32
2023,6504,1.15
2022,6504,0.55
2021,6504,1.09
2020,6504,14.2
2019,6504,5.96
2018,6504,7.97
2017,6504,8.92
2016,6504,10.8
2015,6504,11.3
2014,6504,9
2013,6504,9.56
2012,6504,6.32
2011,6504,5.18
2010,6504,0.21
2009,6504,2.01
2008,6504,5.04
2023,6505,5.22
2022,6505,3.27
2021,6505,11.8
2020,6505,1.89
2019,6505,9.14
2018,6505,14.3
2017,6505,18.1
2016,6505,17.3
2015,6505,10.5
2014,6505,1.9
2013,6505,5.66
2012,6505,0.58
2011,6505,4.92
2010,6505,9.08
2009,6505,8.9
2008,6505,3.29
2023,6515,8.78
2022,6515,22.8
2021,6515,15.3
2020,6515,22.5
2019,6515,29.2
2018,6515,18.2
2017,6515,11.7
2023,6525,8.66
2022,6525,13.7
2021,6525,14.5
2020,6525,13.9
2019,6525,14.2
2018,6525,17.9
2017,6525,16
2016,6525,16.7
2015,6525,19.9
2014,6525,18.4
2023,6526,5.22
2022,6526,19.7
2021,6526,33.5
2020,6526,16.7
2019,6526,24.6
2016,6526,9.51
2015,6526,19.8
2014,6526,24.1
2013,6526,13.1
2023,6531,11.9
2022,6531,21.6
2021,6531,39.5
2020,6531,22.9
2019,6531,-11.2
2018,6531,3.25
2017,6531,6.66
2016,6531,13.1
2015,6531,24.1
2014,6531,34
2023,6533,-1.89
2022,6533,6.81
